"neighborhood","children","youth","working_age","preretired_age","senior","older_senior","drive_commute","passenger_commute","transit_commute","walk_commute","bike_commute","15min_commute","30min_commute","45min_commute","60min_commute","over_60min_commute","unemployment_female","employment_male","work_at_home","no_fixed_workplace","work_outside_canada","avg_total_income","avg_employment_income","avg_investment_income"
"O.Connor.Parkview",0.166532797858099,0.127710843373494,0.420615796519411,0.14190093708166,0.144042838018742,0.0230254350736278,0.216331994645248,0.0200803212851406,0.173493975903614,0.0131191432396252,0.00508701472556894,0.0444444444444444,0.108165997322624,0.117536813922356,0.0797858099062918,0.0829986613119143,0.000556894243641232,0.000519410977242302,0.0265060240963855,0.0597054886211513,0.00160642570281125,43907,46274,6737
"Old.East.York",0.159211523881729,0.0991010505794433,0.437019386981479,0.138633163652117,0.164626881836889,0.0249106465937398,0.256687967074624,0.0254521823892559,0.168959168201018,0.0184122170475468,0.0157045380699664,0.0574027943247049,0.146214664789343,0.154337701722084,0.0763565471677678,0.0546951153471244,0.000541535795516084,0.00051987436369544,0.0351998267085454,0.0660673670529622,0.00216614318206433,53315,56216,5649
"Palmerston.Little.Italy",0.092579198611312,0.105959785910603,0.567409228988862,0.0911326486330103,0.141761897873572,0.0209749746853754,0.126934760595979,0.0126573123101403,0.200708809489368,0.100535223491972,0.106321423405179,0.0766671488499928,0.203240271951396,0.163098510053522,0.0567770866483437,0.0560538116591928,0.000433964993490525,0.000549688991754665,0.0640098365398525,0.0672645739910314,0.00470128742948069,58071,54358,25245
"Parkwoods.Donalda",0.167791983910358,0.13446343916104,0.424651630512857,0.122539864961931,0.150840396494757,0.0222669156730355,0.246516305128573,0.0235598333572763,0.151558684097112,0.0120672317195805,0.00129291768424077,0.05042378968539,0.11880476942968,0.117942824306852,0.061341761241201,0.0899296078149691,0.000267202988076426,0.000264329837667002,0.0339031748312024,0.0564574055451803,0.00344778049130872,42516,43071,7846
"Pelmo.Park.Humberlea",0.162749487036001,0.127774668905055,0.433221413915314,0.129639992538705,0.14829322887521,0.019119567244917,0.322700988621526,0.0307778399552322,0.128240999813468,0.00792762544301436,0.000932661816825219,0.0568923708263384,0.154355530684574,0.131971647080769,0.0615556799104645,0.0890692035068084,0.000503637381085618,0.00059690356276814,0.0195858981533296,0.0881365416899832,0.000932661816825219,39003,41217,3073
"Playter.Estates.Danforth",0.147360328036904,0.0941824705279344,0.477319323423885,0.124295233213737,0.156330087134803,0.0249871860584316,0.142234751409534,0.0134546386468478,0.253716043054844,0.0454894925679139,0.0326755509994874,0.0493336750384418,0.169144028703229,0.17939518195797,0.055740645822655,0.039723218862122,0.000871348026652998,0.000781650435674013,0.0666324961558175,0.0525371604305484,0.00128139415684264,70831,70908,15057
"Pleasant.View",0.129599190795296,0.13149576431913,0.409027689973448,0.127702617271463,0.201985080288279,0.0224427866986977,0.251612087495259,0.0265520293336705,0.136237198128714,0.00853458085725123,0.00221266911113921,0.0461499557466178,0.122012896699962,0.113794411430016,0.0521557719054242,0.0954608673662916,0.00059425970413453,0.000670122645087875,0.0284486028575041,0.0635352130484258,0.00410924263497282,36346,38509,4170
"Princess.Rosethorn",0.160166500769161,0.142973486562302,0.346122522848611,0.167858112388019,0.183241335625735,0.0294091032485748,0.318070762826894,0.0208125961451452,0.0859650710342955,0.00678671613428649,0,0.0529363858474346,0.141163695593159,0.109944801375441,0.079178354900009,0.0511265948782916,0.000497692516514343,0.000606279974662926,0.0624377884354357,0.0452447742285766,0.00316713419600036,99055,90343,28408
"Regent.Park",0.151346848097751,0.164306211237619,0.51606035360548,0.101823567527539,0.0675738220864575,0.00462834397852448,0.104600573914653,0.0106451911506063,0.207812644635749,0.0814588540220309,0.0277700638711469,0.0509117837637693,0.15319818568916,0.130982134592243,0.0462834397852448,0.0569286309358512,0.000870128667962603,0.000907155419790799,0.0337869110432287,0.0583171341294085,0.00231417198926224,34597,38576,5988
"Rexdale.Kipling",0.155760281128312,0.128692183493209,0.408395859055941,0.144363187387216,0.164308101434134,0.0284927343527401,0.278279038845095,0.022319308576313,0.127742425681451,0.01424636717637,0.002374394529395,0.0645835311995441,0.1424636717637,0.105897996011017,0.0531864374584481,0.0831038085288252,0.00110171906163928,0.000987748124228322,0.012821730458733,0.0660081679171811,0.000949757811758002,34418,35988,2347
"Rockcliffe.Smythe",0.157556414636339,0.123168210015284,0.416029848062573,0.138901375528185,0.164299199856154,0.0215769127034074,0.218466241121999,0.0310168120111481,0.163175402319518,0.0161826845275555,0.00382091162456172,0.0404567113188888,0.101816056819203,0.123392969522611,0.0838352962330307,0.0865324103209566,0.000440528634361233,0.000386586352602715,0.0188797986154814,0.0883304863795739,0.0022475950732716,34059,36149,2510
"Roncesvalles",0.153599572592494,0.0871510618405236,0.53359155870175,0.11286229464405,0.112194470415387,0.0123547482302658,0.156270869507146,0.0130225724589288,0.189995993054628,0.0477494323494056,0.0717911045812742,0.0560972352076933,0.142246560705222,0.158942166421798,0.0731267530386002,0.0577667957793509,0.00043408574863096,0.000474155202350741,0.0694537197809536,0.0554294109790303,0.00500868171497262,50580,54542,7275
"Rosedale.Moore.Park",0.125460020073603,0.104430530994599,0.378769774888878,0.144816708884959,0.245662667877455,0.0358457200210295,0.163934426229508,0.0143382880084118,0.168713855565645,0.0573531520336472,0.0155331453424461,0.0740811547101276,0.187114658509774,0.10586435979544,0.0334560053529609,0.0291545189504373,0.000320221765521197,0.000258089184151412,0.0795774984466855,0.0317832050853128,0.00621325813697844,207903,197930,69779
"Rouge",0.171197522367515,0.144098417068135,0.398098761183758,0.143883344803854,0.142485375086029,0.0147324501032347,0.293896249139711,0.0324759119064005,0.127645388850654,0.00473158981417756,0.000430144528561597,0.050649518238128,0.110116999311769,0.110654679972471,0.0717266001376462,0.118934962147281,0.000176359256710255,0.000174208534067447,0.0227976600137646,0.0497892291810048,0.00107536132140399,39556,41075,3546
"Runnymede.Bloor.West.Village",0.203574975173784,0.0953326713008937,0.457298907646475,0.120655412115194,0.123634558093347,0.019364448857994,0.217974180734856,0.00943396226415094,0.194637537239325,0.0253227408142999,0.0263157894736842,0.0402184707050645,0.0913604766633565,0.179245283018868,0.113704071499503,0.0501489572989076,0.000476663356504469,0.00054617676266137,0.0714995034756703,0.0476663356504469,0.00248262164846077,71888,73644,8813
"Rustic",0.195151393219998,0.141333869832009,0.363645508500151,0.112161754350669,0.187606880595514,0.0367166281058244,0.191630620661905,0.0201187003319586,0.137813097273916,0.00905341514938135,0,0.0342017905643295,0.101599436676391,0.108138014284277,0.0487878483049995,0.0684035811286591,0.000794688663112363,0.00101599436676391,0.0125741877074741,0.0628709385373705,0.00201187003319586,31800,32836,6118
"Scarborough.Village",0.201207845013155,0.141114565893327,0.399724946185123,0.125269074384119,0.133042334369768,0.0257115522602248,0.183269552738579,0.0209280076536714,0.15367137048553,0.0125568045922028,0,0.0364745276249701,0.0846089452284143,0.085505859842143,0.0612891652714662,0.106134895957905,0.00078928486008132,0.000765367137048553,0.0167424061229371,0.0508251614446305,0.00209280076536714,32913,34067,5567
"South.Parkdale",0.0968007689139091,0.104123758524418,0.569362442217035,0.113277495537553,0.116252460066822,0.0164767266236441,0.11945626802142,0.0102979541397776,0.264771843104948,0.0597281340107099,0.0524051444002014,0.0517186141242162,0.142569453979587,0.167284543915053,0.0730010526797565,0.0773490777609959,0.000366149480525424,0.000411918165591103,0.0366149480525425,0.0675088104718751,0.00137306055197034,35207,37823,4661
"South.Riverdale",0.142595781317262,0.087709857942316,0.538994116802985,0.111924235901851,0.119457597933706,0.0186540393169752,0.179365762663223,0.0234969149088822,0.190665805711006,0.0511192423590185,0.041074759649878,0.0604462620175061,0.158379968431626,0.157841871143636,0.0636748457454441,0.0536303630363036,0.000229588176208925,0.000240350121968719,0.0593700674415268,0.0554240206629359,0.00251112067728512,53803,59354,5950
"St.Andrew.Windfields",0.148495396362003,0.142600494048956,0.381765102178307,0.147372557826185,0.18161913316865,0.0230181899842803,0.255726476532675,0.0137547720637772,0.110880305412082,0.0151583202335504,0.00112283853581855,0.0412643161913317,0.123792948573995,0.13193352795868,0.0561419267909275,0.048001347406243,0.000494048955760162,0.00044913541432742,0.0656860543453851,0.037895800583876,0.00814057938468448,100516,97657,33752
"Steeles",0.12792917191244,0.109044389392032,0.385818137513707,0.142752710880071,0.233724566462251,0.0387848759290095,0.237988872192665,0.0395971246395646,0.0891442959834301,0.00995004670430086,0.000812248710555172,0.052999228363725,0.115745441254112,0.0974698452666206,0.0406124355277586,0.0737115704828819,0.000438614303699793,0.000341144458433172,0.0217276530073509,0.0552329123177517,0.00324899484222069,31786,33880,5382
"Stonegate.Queensway",0.162069378467925,0.0995968224821364,0.425531914893617,0.146101952017884,0.166260827911061,0.0299389245938286,0.283022633826993,0.0175641690950461,0.139914574268492,0.0151690551275398,0.00938086303939963,0.0588798850345296,0.121352441020319,0.143507245219752,0.0896171809508602,0.0562851782363977,0.000283421819488244,0.000243503253363139,0.0514949503013852,0.0654664484451719,0.00259470679813181,64140,64645,11103
"Tam.O.Shanter.Sullivan",0.1415506813379,0.117503461342272,0.388945565838374,0.127887488158566,0.224440719959193,0.0444509218100998,0.216789331778766,0.0256868031771479,0.139182394520149,0.0109305545434672,0.0012752313634045,0.0440865699919843,0.120236099978139,0.104386795890111,0.045179625446331,0.0841652699846972,0.000327916636304015,0.000342490709028638,0.0247759236318589,0.0482766159003133,0.00510092545361801,34200,36529,4325
"Taylor.Massey",0.188101766243703,0.107759994898935,0.483325894280431,0.1115857935344,0.108716444557801,0.0172160938595932,0.123700822546707,0.0086080469297966,0.27067525345916,0.0165784607536823,0.00350698208250972,0.0267805904482561,0.0666326595676848,0.146974430912453,0.102977746604604,0.0819358541095454,0.000892686348275202,0.000592998788497099,0.0194478097302812,0.0551552636612893,0.00318816552955429,30430,32458,3318
"The.Beaches",0.177354291278342,0.0962118050725646,0.44466082440766,0.145592803820652,0.137014883850327,0.0122872907683034,0.23948625214448,0.0273566096350906,0.138869569249316,0.0347753512310474,0.026429266935596,0.0602772754671489,0.141883433022674,0.13910140492419,0.0836926786293875,0.0484536560485928,0.000278202809848379,0.000250382528863542,0.0783604581072936,0.0465989706496036,0.00324569944823109,92580,90228,19331
"Thistletown.Beaumond.Heights",0.166988416988417,0.136100386100386,0.401544401544402,0.11534749034749,0.181467181467181,0.0337837837837838,0.276061776061776,0.0308880308880309,0.0994208494208494,0.0106177606177606,0.00144787644787645,0.0632239382239382,0.126930501930502,0.117277992277992,0.0468146718146718,0.0661196911196911,0.00104247104247104,0.000945945945945946,0.0183397683397683,0.0748069498069498,0,32815,34385,3020
"Thorncliffe.Park",0.265302255069168,0.116306613606216,0.427326132272124,0.0788800454803866,0.112042827364033,0.0201345461436422,0.134309266628766,0.0137388667803676,0.151127534584044,0.0267671025203714,0.00260564714800076,0.0478491567178321,0.0741425052112943,0.0916714042069358,0.058982376350199,0.0611142694712905,0.000596930073905628,0.000606405154443813,0.0161076369149138,0.0634830396058366,0.00260564714800076,28875,31231,6004
"Trinity.Bellwoods",0.105399855037449,0.098453732785697,0.556293790770718,0.0981517274704035,0.141942498187968,0.0199323508093742,0.125332205846823,0.0190263348634936,0.157344769267939,0.106305870983329,0.0833534670210196,0.0706692437786905,0.183921237013771,0.146170572602078,0.0516429089151969,0.046206813239913,0.000320125634211162,0.000410727228799227,0.0661391640492873,0.0667431746798744,0.00543609567528389,50694,53805,7952
"University",0.0742736952806625,0.195214933613777,0.471933745234652,0.0854476140397003,0.173524385434468,0.0400946496647824,0.0769028526357303,0.0118312080978047,0.165636913369265,0.124884974365716,0.0729591166031287,0.088076771394768,0.169580649401867,0.125542263704483,0.0420665176810832,0.0341790456158801,0.00105166294202708,0.00116997502300513,0.0657289338766925,0.0479821217299855,0.00591560404890233,50757,49661,11686
"Victoria.Village",0.150199885779555,0.115933752141633,0.409480296973158,0.129640205596802,0.194460308395203,0.0325528269560251,0.208452312964021,0.018275271273558,0.172758423757853,0.0148486579097658,0.00114220445459737,0.0508280982295831,0.10422615648201,0.0942318675042833,0.0802398629354655,0.0896630496858938,0.000571102227298686,0.000571102227298686,0.0219874357509994,0.0516847515705311,0.0019988577955454,35786,38096,4542
"Waterfront.Communities.The.Island",0.0553760259736319,0.118944669488568,0.684311137408402,0.0710026853579719,0.0703199672295298,0.00553760259736319,0.138060777084945,0.0115303506136877,0.165597074932107,0.316401923747971,0.0238192769256444,0.140033073900445,0.27688012986816,0.151032421525344,0.050369426365057,0.046121402454751,9.25462351888095e-05,6.5237510051128e-05,0.0638720737942439,0.0460455448849241,0.00728232670338173,70600,72028,10334
"West.Hill",0.169209988317757,0.144202686915888,0.392997955607477,0.138179030373832,0.154789719626168,0.0228168808411215,0.21831191588785,0.0233644859813084,0.14566296728972,0.0105870327102804,0.00109521028037383,0.0370546144859813,0.0896247079439252,0.0940055490654206,0.0635221962616822,0.119560455607477,0.000423481308411215,0.000419830607476636,0.0180709696261682,0.0573160046728972,0.00200788551401869,33323,35383,3032
"West.Humber.Clairville",0.151897214217099,0.163454610951009,0.415615994236311,0.119776657060519,0.149495677233429,0.0184618155619597,0.283531460134486,0.0342219020172911,0.131484149855908,0.0127581652257445,0.00180115273775216,0.0697946685878962,0.139589337175792,0.118725984630163,0.048481027857829,0.0903578290105668,0.000297190201729107,0.000276176753121998,0.0139589337175793,0.0699447646493756,0.00315201729106628,31771,33340,2636
"Westminster.Branson",0.13092791352668,0.127692776128492,0.413526680368425,0.133211539925402,0.19525005709066,0.0380604399786862,0.212567557280962,0.0209332419882774,0.200768820887569,0.0131308517926467,0.00228362639872117,0.0348253025804978,0.10371469894192,0.133782446525082,0.0772626931567329,0.10371469894192,0.000338737915810307,0.000361574179797518,0.0285453299840146,0.0700312095607825,0.00418664839765548,32724,33115,6938
"Weston",0.17229879946643,0.123666073810582,0.432692307692308,0.135060026678524,0.13589373054691,0.0219542018674967,0.223154735437972,0.0238995108937305,0.16535126722988,0.015840373499333,0.0016674077367719,0.0397398843930636,0.111994219653179,0.123666073810582,0.0614161849710983,0.0969875500222321,0.000611382836816363,0.000572476656291685,0.016118274788795,0.0719764339706536,0.000833703868385949,32997,35270,2528
"Weston.Pelham.Park",0.15092809515228,0.127500450531627,0.475310866822851,0.127500450531627,0.119390881239863,0.0135159488196071,0.186520093710578,0.0373941250675797,0.198233916020905,0.0202739232294107,0.0184717967201298,0.0391962515768607,0.0923589836006488,0.158587132816724,0.0856010091908452,0.091007388718688,0.000693818706073166,0.000828978194269238,0.0238781762479726,0.0968642998738511,0,33528,36779,2438
"Wexford.Maryvale",0.15098327184153,0.13074470752588,0.407636923738224,0.14113264319232,0.168893505749185,0.0324175233728553,0.25163878640255,0.0213131783501093,0.149371350789841,0.0136117777698177,0.00286563742522477,0.0569545438263424,0.117312032095139,0.112834473618225,0.072178242647849,0.0831034853315184,0.000336712397463911,0.000300891929648601,0.0223877923845685,0.0709245262743131,0.00250743274707168,35047,36566,3330
"Willowdale.East",0.117381131776183,0.137605583534917,0.512551056826744,0.108260300590871,0.124320894634572,0.0164571519213229,0.196097870484197,0.0137803862473728,0.186183923543641,0.0307332355157235,0.000991394694055597,0.0406471824562795,0.107665463774438,0.144545346393306,0.0827814569536424,0.0561129396835468,0.000186382202482452,0.000150691993496451,0.0490740373557521,0.0444144822936908,0.00981480747115041,45326,51669,9798
"Willowdale.West",0.105396787907416,0.131672177609825,0.441662730278696,0.122224846480869,0.198984411903637,0.0386750118091639,0.19248937175248,0.0162376003778932,0.16798535663675,0.0239135569201701,0.00324752007557865,0.0401511572980633,0.0991969768540387,0.129900803023146,0.0761691072272083,0.0619981105337742,0.000590458195559754,0.000566839867737364,0.0451700519603212,0.0374940954180444,0.0064950401511573,44576,49035,9440
"Willowridge.Martingrove.Richview",0.160453150388157,0.118478064632605,0.367394836613107,0.131115724860083,0.221384726484925,0.0399440332189926,0.280736595053259,0.0232442679183968,0.107420111933562,0.00631883011373894,0.00090269001624842,0.0521303484383463,0.142850695071313,0.104712041884817,0.0528073659505326,0.0697328037551905,0.000410723957393031,0.000352049106336884,0.0230185954143347,0.053710055966781,0.00338508756093158,44177,44908,6753
"Woburn",0.17995699728896,0.143217724595681,0.410301953818828,0.116761708890343,0.149761615406189,0.021127418902496,0.215107039356829,0.0262690473964663,0.142750303823502,0.0145835280919884,0.000841357389922408,0.0512293166308311,0.100215013555202,0.0987192670842292,0.0541273254183416,0.0994671403197158,0.000215013555202393,0.000183228942694213,0.015331401327475,0.0516032532485744,0.00196316724315229,30878,32810,3124
"Woodbine.Corridor",0.185391914520373,0.0825293038832629,0.491587592695957,0.129574994019616,0.110039071844351,0.0135555378358983,0.197751375488398,0.0131568455466071,0.202535682959892,0.0271110756717965,0.0303006139861255,0.0422613826648593,0.115620763894426,0.171038992105893,0.0873136113547564,0.0586077665257954,0.00051032613029264,0.000709672274938203,0.0578103819472131,0.0494378438720995,0.0015947691571645,55199,60207,4620
"Woodbine.Lumsden",0.148124602670057,0.0858232676414495,0.481881754609027,0.146217418944692,0.139224411951685,0.0158931977113795,0.214240305149396,0.0152574698029243,0.24666242848061,0.0184361093452003,0.0222504767959313,0.0470438652256834,0.114431023521933,0.180546726001271,0.116338207247298,0.0629370629370629,0.000851875397329943,0.000851875397329943,0.0336935791481246,0.0661157024793388,0.00127145581691036,47710,51310,3920
"Wychwood",0.129625757892536,0.0919924733430901,0.447417938532302,0.111157571956234,0.219527493205101,0.0613283155620601,0.152623876228309,0.013589797198411,0.209422259390898,0.0365879155341836,0.0425116732873371,0.0407693915952331,0.140776360722002,0.164122935396195,0.0637675099310056,0.0501777127325946,0.000299672451041884,0.000397240225799707,0.0592375775315353,0.0536622761168026,0.00139382535368318,54460,56444,13250
"Yonge.Eglinton",0.152322924600152,0.103664212575104,0.495895743420496,0.112126597275112,0.135398155200135,0.013962934755014,0.166708978590167,0.0131166962850131,0.248370990945248,0.0537361428450537,0.0122704578150123,0.0588135736650588,0.149361089955149,0.187441821105187,0.0672759583650673,0.0397732080900398,0.000702377930100702,0.000465431158500465,0.0719302699500719,0.0346957772700347,0.00211559617500212,89330,86328,18420
"Yonge.St.Clair",0.0965836526181354,0.0734355044699872,0.4757343550447,0.122924648786718,0.231880587484036,0.0375159642401022,0.163633461047254,0.0123722860791826,0.253033205619413,0.0570721583652618,0.0123722860791826,0.0622605363984674,0.180795019157088,0.175207535121328,0.0502873563218391,0.0367177522349936,0.000494891443167305,0.000446998722860792,0.0670498084291188,0.0439016602809706,0.00399106002554278,114174,100017,43565
"York.University.Heights",0.14659515094408,0.172145109266843,0.445402819555684,0.107454789258145,0.127930996991991,0.0144964302540499,0.215453194650817,0.024100315297358,0.19588301380785,0.021201029246548,0.00416772369803936,0.0494690682419454,0.11887072808321,0.124306889428478,0.0581669263943754,0.112166129090711,0.000416772369803936,0.000358786648787736,0.0137716087413474,0.068495632950386,0.00217446453810749,29958,31161,3117
"Yorkdale.Glen.Park",0.132396649554175,0.126317211564442,0.395838962442583,0.12226425290462,0.222574979735207,0.0523507160226966,0.216495541745474,0.0239800054039449,0.162118346392867,0.02431775195893,0.00202647932991084,0.0574169143474737,0.119562280464739,0.14658200486355,0.0570791677924885,0.0543771953526074,0.000520129694677114,0.000560659281275331,0.0155363415293164,0.0692380437719535,0.00135098621994056,38527,40770,5339
